data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
Array,1000,1000,6768392,7945771,1.17,34724,1233768,9866,7015,564
Array,10000,1000,58360478,74283791,1.27,74182,11083829,37820,653539,332
Array,100000,1000,572017970,741537345,1.30,216414,109469531,369197,6426205,1826
Array,1000000,100,867875161,1128364066,1.30,6212882,210379364,4394631,8608025,33385
Array,10000000,10,4268534127,5623334809,1.32,28493649,1352701395,58251747,35449764,205546
LinkedList,1000,1000,6131949,8168426,1.33,21872,1231835,7347,25016,<notcounted>
LinkedList,10000,1000,66685760,75193101,1.13,59789,10953322,11848,5091637,810
LinkedList,100000,1000,740249935,728251036,0.98,5806186,109570593,23515,50260749,15014
LinkedList,1000000,100,1083499488,1023805931,0.94,63411834,173308859,47136,51321764,810858
LinkedList,10000000,10,2689105647,4011123441,1.49,80400366,805851354,304517,63229609,927313
AoS,1000,1000,7615587,9216227,1.21,23020,1178975,8040,142290,715
AoS,10000,1000,63562405,74609911,1.17,65650,9910439,14973,3686112,572
AoS,100000,1000,645399302,703227486,1.09,3659985,107657268,32524,36805503,38848
AoS,1000000,100,805839787,756692122,0.94,41882428,108354203,57763,39502764,596830
AoS,10000000,10,1065702201,1195271998,1.12,47743057,164785766,117739,41374880,664022
SoA,1000,1000,6732026,7915492,1.18,27984,1179338,8355,3337,<notcounted>
SoA,10000,1000,63884947,73040101,1.14,56979,9890546,15600,654100,607
SoA,100000,1000,550545527,706259526,1.28,277787,100881082,19375,6401900,997
SoA,1000000,100,611635400,741810197,1.21,10047148,108200245,38627,6924290,48418
SoA,10000000,10,984704996,1112462581,1.13,15239862,164588396,140711,13061090,163746
BST,1000,1000,8493795,6646913,0.78,29057,1192770,8401,7675,313
BST,10000,1000,62528996,71329320,1.14,80771,9837428,13545,635239,390
BST,100000,1000,610966262,718066506,1.18,781576,97617507,49519,6349685,3776
BST,1000000,100,626116619,717005620,1.15,9674859,107604323,34714,6330746,39222
BST,10000000,10,630069284,798867496,1.27,10857124,119801242,34914,7103653,111125
Vector,1000,1000,6373525,7619087,1.20,17273,1166102,7375,9118,<notcounted>
Vector,10000,1000,56160834,71119658,1.27,58204,10245739,11780,648715,166
Vector,100000,1000,554925140,706127394,1.27,696822,100760540,25271,6350320,3296
Vector,1000000,100,575547933,719852189,1.25,6544966,103411233,21349,6535839,20505
Vector,10000000,10,691671547,873500049,1.26,11817744,129301306,34989,7764075,118804
Deque,1000,1000,6684319,13887690,2.08,20972,1167777,7526,3666,<notcounted>
Deque,10000,1000,50220383,132562570,2.64,56739,10307254,11975,630945,385
Deque,100000,1000,452078033,1296384023,2.87,183239,101460840,18716,6404532,1165
Deque,1000000,100,494732405,1332877405,2.69,8792428,103615247,22520,6595142,22557
Deque,10000000,10,652422444,1618113987,2.48,13143634,128681300,43893,8523333,130320
Heap,1000,1000,5795844,8015899,1.38,27214,1177566,8436,18277,<notcounted>
Heap,10000,1000,57438030,71187358,1.24,71696,10267702,16199,614857,38
Heap,100000,1000,562449848,708562631,1.26,781461,101684351,66575,6342584,3859
Heap,1000000,100,614981538,748502987,1.22,8670753,109524285,324443,6602716,25462
Heap,10000000,10,889737758,1156949338,1.30,13178838,184131646,2608271,8788454,133476
HashMap,1000,1000,8312653,16701747,2.01,21776,4279360,38765,11205,<notcounted>
HashMap,10000,1000,137584330,235890846,1.71,83875,67594684,1062536,6163046,1470
HashMap,100000,1000,1281259152,1991056115,1.55,21839573,523930036,7489297,49534965,49015
HashMap,1000000,100,938809275,1722632641,1.83,53531114,431821895,551958,42092179,1443862
HashMap,10000000,10,2727882350,3331779667,1.22,130360337,840575818,6392154,94319995,8762910
RBTree,1000,1000,6164006,11201208,1.82,23955,2290019,12934,33313,<notcounted>
RBTree,10000,1000,149600331,112306981,0.75,76596,22061278,170909,18005627,457
RBTree,100000,1000,3113705794,1356999534,0.44,34586681,250471305,1966018,166255935,147158
RBTree,1000000,100,12083138042,2022722401,0.17,574734224,415638759,14718848,308679117,101974181
RBTree,10000000,10,20201880637,8693011862,0.43,774193835,2120221608,158909453,451965763,111445963
BTree,1000,1000,6312999,8846226,1.40,17227,1429831,7310,3230,<notcounted>
BTree,10000,1000,61806184,79450374,1.29,53740,12601979,13736,4585775,271
BTree,100000,1000,729343525,853394292,1.17,13718624,122943220,63270,41148059,58090
BTree,1000000,100,874959994,855107479,0.98,50904496,144687863,51461,41519705,638548
BTree,10000000,10,1288412432,1398931805,1.09,55030636,229274600,175820,47945255,782986
CircularBuffer,1000,1000,19573497,22749751,1.16,31205,2206414,9988,10691,95
CircularBuffer,10000,1000,202398292,211491007,1.04,41614,21558260,14198,1320737,1175
CircularBuffer,100000,1000,2057851163,2194730843,1.07,1077786,196689192,102545,13265049,5885
CircularBuffer,1000000,100,2210235804,2282398249,1.03,17696293,207563626,115642,13272952,87351
CircularBuffer,10000000,10,2418627198,2582207364,1.07,23235165,235885774,141724,14822845,246087
SkipList,1000,1000,24022564,8778036,0.37,48288,1418656,21289,1158213,57
SkipList,10000,1000,610755486,81424752,0.13,2419706,13951152,135314,10319576,5386
SkipList,100000,1000,22186715575,1025447557,0.05,625827950,173419707,2258054,303498753,100195492
SkipList,1000000,100,27206186549,1551892205,0.06,753931257,329880008,12277969,390038981,109099138
SkipList,10000000,10,169144119342,14365432909,0.08,3921328655,4121100852,138606662,3261437109,402528116
SlabList,1000,1000,6451038,7674884,1.19,19528,1169723,7423,3117,<notcounted>
SlabList,10000,1000,55733097,71109457,1.28,42359,10259809,20884,651599,101
SlabList,100000,1000,550082823,708450245,1.29,127909,101043650,124099,6380441,487
SlabList,1000000,100,564616273,717783550,1.27,3757298,104334692,117151,6476617,6241
SlabList,10000000,10,641837993,845089964,1.32,11019174,131027037,142268,7285899,109525
Trie,1000,1000,660639970,875484930,1.33,288634,239983097,12526314,16579954,1344
Trie,10000,1000,8441615444,7939315322,0.94,161304417,2141108927,107666563,150034795,1693456
Trie,100000,1000,94813522422,72242262871,0.76,4262529726,18835680706,892521922,1438467089,117475891
Trie,1000000,100,102991082799,67821557092,0.66,4720805602,17081465445,729733609,1380020835,117225620
Trie,10000000,10,80753632966,48483610600,0.60,4116656936,13149220971,493220336,1255556755,119890180
vEBTree,1000,1000,31770949,54397415,1.71,100990,9549051,89099,2363381,534
vEBTree,10000,1000,1380408721,1240975541,0.90,71422123,206617406,2573561,53206035,312334
vEBTree,100000,1000,11836162111,12227474622,1.03,889487907,1966053255,13532880,472320051,10722032
vEBTree,1000000,100,10694737044,12795881869,1.20,753816859,2096442570,14535619,387920162,11495862
vEBTree,10000000,10,44813343934,48825854915,1.09,1684653438,8784988592,42174654,757552426,51205687
